path,p_1_angles,p_2_angles,p_3_angles,p_4_angles,p_5_angles,p_6_angles,p_7_angles,p_8_angles,p_1,p_1_nfev
graphs/main/nodes_9/depth_3/512.gml,[ 1.27935949 -1.06269512],[-0.55080119 -0.45869603 -0.39564463 -1.39968602],[-0.44348277  1.23610154 -1.03368851  0.13678856 -0.3901706   0.00612951],[-1.47505738 -0.19644537  0.93891861 -0.38507449 -0.62950493  0.95112101 -1.49046934  1.51253609],[-0.63988423 -0.2698996   1.45925505  0.35421085 -0.01710644 -1.10115627 -0.49480987 -1.35315212 -0.38110826  1.48267492],[-1.22161216 -0.94279321  1.25246609  0.82661879  0.50203574 -0.95074611  1.10298865 -0.06774112  1.4788712  -0.4041271  -0.92384817 -0.57382482],[-0.82398372  0.34135084  0.97708534  1.31985287  1.04849018  0.75938874  0.44579829 -1.0728465   0.56644903 -1.39126195  0.48854073  0.92177247  0.33953044 -0.91105807],[ 0.70045172  0.03132297 -1.28180923  1.35643445 -1.45677126  1.43849721  1.48720575  1.06070884 -1.11031744  0.65666726 -1.04669513 -0.4813237   0.36636594  1.55894712 -0.04731096  1.22001698],0.7442174833869982,46
graphs/main/nodes_9/depth_3/513.gml,[ 0.21403409 -0.27460444],[ 0.79166926  1.12485112 -0.35232923  1.44949219],[-0.33608605  1.48369723 -0.06104979 -0.65259635 -0.86468305 -1.54048287],[ 0.93240543 -0.04521145  1.18741713  0.34173067  1.05222776  1.17320512 -0.08214195  1.29491092],[-0.9552943   0.55782676 -1.47070926  0.68263979  0.95416086  1.49683047 -1.55269541  0.08038941 -0.57940851  0.23206578],[ 0.87320958 -1.01851165  0.33394378  0.10822213 -0.71049263  1.03300618 -0.497793    1.49372895 -0.29095294  0.84164432  1.19696694 -1.05018857],[-0.59938637 -0.56265513 -1.09031251  0.40345004  1.46256047 -1.40038787 -0.57883234 -1.20335789 -0.67216176 -0.42200596  0.70048191  0.2403693  -0.48875368  0.86421719],[-1.32288646  1.19215398 -0.39914113 -0.64185145 -0.31449453 -1.300504   -1.41443624  0.36816053 -0.41922524  1.45674895  0.23721107  0.52865956  0.25624218 -0.9948995  -0.58585132  0.8379328 ],0.8497448946870706,39
graphs/main/nodes_9/depth_3/514.gml,[-0.28462555  0.34401533],[-0.34715756 -0.24384832  1.1770487  -0.84112075],[ 0.50560465 -1.53994693  0.93608058  0.28900834 -0.93599025  0.67491176],[ 0.8070657  -1.2293449   0.36124638  1.48768177  0.23617017 -1.11028436 -1.1786146  -0.91609   ],[-0.58622519  1.37490635 -0.22817516 -0.52331018 -0.44416058  0.84856216 -0.41097214  0.41725679  0.43802515  1.26475484],[ 1.40778485  0.09963305 -0.1759949   0.70662855 -1.27677081  0.96294864 -0.42739336 -1.23738689 -1.555251    0.80204847 -0.62368944  0.84122717],[-0.59214263 -1.41227682  0.06551275  1.5494811  -0.81180564 -0.7227516  -0.75817023  1.26098336  0.97878115 -0.86664781  0.72258572  1.20757632  1.00543526 -0.44726666],[-1.11650731  1.29504166 -1.20191941  0.33672794  0.79591355 -0.78908217  1.47027884 -0.65015697  0.62579805  0.86662364 -0.34115422 -1.37084248  1.46834828  0.88532396  0.66371585 -0.48703096],0.7587858373941219,28
graphs/main/nodes_9/depth_3/515.gml,[1.16809687 1.27901992],[-0.44482762 -1.5119115   1.08597393 -0.11462005],[-0.92706742 -1.22610561 -0.18948632  0.75636202  1.53697252 -0.27477247],[ 1.34246658 -0.45358619 -1.17691361 -0.28709495 -1.33698431 -0.78374451  0.48247023  1.42888537],[-0.43463178 -1.28325754  0.47995914  0.73887583 -0.60319518 -1.19316783 -0.57247991  0.16035057  1.35373547 -1.14420576],[ 0.68124581 -0.81172756 -0.29445887 -0.0776686   0.46695352  1.35906466 -1.29424566 -0.95955814  0.35822449 -1.13299408  0.71794843  0.55838861],[ 1.01911057  0.51847498  0.21767818  0.69248795 -1.16059537  0.93251901 -0.31673771 -0.7863573  -0.59138336  1.55987103  1.3871386   1.18699463  0.45462676 -0.74783587],[-1.54386073  0.09550493  0.42263805  1.24767042 -1.31449043  0.36662554 -0.23716965  1.25010734 -0.56614759 -0.22449636 -0.22410266  0.45305181 -0.22331486 -0.89341487  0.16871038  0.18800306],0.7835544149512701,23
graphs/main/nodes_9/depth_3/516.gml,[-0.24837891  0.31646603],[-1.18297555  1.31998742 -0.71014323  0.68659034],[ 0.30115941 -0.11881873 -1.41237856 -1.02047967  0.83283438  0.1330956 ],[ 1.19386106  0.71921284  0.93582386  0.5520648  -1.21497099 -0.68156352  0.81932053 -0.03297875],[-0.84849274  0.20257401 -0.98709173 -1.39806339  1.07772539  1.55342985  1.17171017  0.82131165 -0.35393478 -1.14464417],[ 1.35355271  1.39296203  0.05763736 -1.03857356  0.94760643 -1.09619245  1.01462801 -0.71163957 -0.5952201   0.28026294  0.62251839 -1.17231766],[-0.97147499 -1.42448586 -0.81989196 -0.18420001 -0.35892551 -1.16691991  0.08690376 -1.27474294  0.54294693  0.45637298  0.74506805  0.81714097  0.18405732 -0.46259352],[ 1.2910443  -0.55756567  1.26293287 -0.43062059  1.35512464 -0.72501133 -0.16547447 -0.49447337 -0.74009462  0.70976874  0.73911689 -0.66957331 -0.42523096  0.17543922  0.22314088 -0.75789115],0.7989360084442948,27
graphs/main/nodes_9/depth_3/517.gml,[-0.27967409 -1.24826684],[-0.24311323 -1.06829036  1.51309993 -0.97098157],[ 0.82607508 -1.1354721  -1.39511285 -0.63722506  0.05372034  0.6184824 ],[ 0.28119219  1.03714741  1.51220078  0.08922398 -0.76819248 -0.6531221   0.9774312   0.21601489],[ 0.57426978  0.88601353  0.73131694  0.97834098  0.70764305 -0.52378354 -0.65026157  0.52593557  0.78902496 -0.62536243],[-0.44868451 -1.50192163  0.16595873 -1.01420127 -0.4046037   0.4019476  -1.14445027  1.07211069 -0.22090216 -0.01711137 -1.0738638  -1.50151398],[ 0.47683316 -0.46300044 -1.06309966  0.53417275  0.86629694  1.48397578  1.2116556  -1.19393532  1.33955877 -1.12882175 -0.65495731 -0.03835273  1.32550435 -1.23631283],[ 0.79904383 -0.92369334  1.12557675 -0.62938801 -1.52750065  0.46559131 -0.49970491  0.58853104  0.48162543  1.18996198  1.33390622 -0.44727621  1.1948992  -1.23337377  1.52742512  0.52941676],0.819806449837091,35
graphs/main/nodes_9/depth_3/518.gml,[-0.23015647  0.31662119],[-1.32938426  0.03763127 -1.32878455 -1.3096826 ],[-1.3699134   1.17745146  0.2917687  -1.47261981 -1.46482377  0.82278871],[-1.15277435  1.11042716  0.69902675 -0.84125612 -1.4090072   0.95311714  0.86098938 -1.26154624],[ 1.2474974   0.65892248  0.72223276  1.25342079 -1.46248968  0.08731368 -1.47503509  1.48284347 -1.38752305 -1.21372688],[-1.36739911 -1.28588904  0.91146377  1.56031359 -1.11258802 -1.53734972  0.03673257  0.30579284  0.78188966  1.53654448 -0.56953784 -1.10460197],[-0.65418131 -1.3107609   1.51012404  0.7118352   0.25417784  1.27254146  0.33589802  0.74730114 -1.53694183 -0.39509448 -1.252984   -1.31239339  0.51392362  0.01247625],[ 0.61393091 -1.11016001 -0.24763796  0.2690586   1.29330402 -1.02012621 -0.59832808 -0.69804832  0.01591812  1.18431846  0.03183122 -1.44276416 -1.47196307  1.41128039 -0.71148567 -0.74584359],0.8232246405518773,38
graphs/main/nodes_9/depth_3/519.gml,[-0.22515172  0.3609527 ],[-0.88441206 -0.24709568  0.65073057 -1.42666262],[-0.68631494  0.19080353 -1.446714    0.2267296  -0.14600021  0.89389906],[-0.70075651 -0.49954896 -0.08861001  1.53038125 -0.87567882  1.29858568  1.44431595  0.20404651],[ 0.8656543  -0.39082821  1.4955097  -1.2766736  -0.04139132 -0.35853327 -1.45817758 -1.21754584 -0.69959504 -0.25471004],[ 0.54369857 -0.05119712  1.37469964  0.78452483 -1.50956914 -0.4716886   0.9669426  -0.31358822  1.48211786  1.28576777 -0.32211749  1.15344365],[-0.94284994  0.34725565  0.96611413  1.53797548  1.4001186   0.02280134 -1.47993748  0.99601605 -1.53846638  1.17579646  0.7785488  -0.62518071  0.59653453 -0.54268531],[ 1.50494383  1.08733784 -1.50620658  0.82292164 -0.31833546  0.33653751  1.47548551  0.26198823 -0.54321409 -0.48868987 -0.03333705 -0.61936786  0.49187715  1.05134929 -0.71291425  1.11940692],0.8323648405676565,27
graphs/main/nodes_9/depth_3/520.gml,[ 0.22654473 -0.25564091],[ 1.02149447 -0.53427735  0.6072377  -0.84830173],[-0.26038548  1.33311119 -1.37422414  0.05401278  0.15347352  0.79080521],[ 1.26898716 -1.16084583  0.76662069  1.51348873 -0.61045668 -1.52524765  0.70280165  0.76684389],[ 1.06014758 -0.0543208   1.03849117 -0.00258456 -1.32159705 -1.18698128 -0.16945514 -0.51914598  0.74490637 -1.10811167],[-0.84725406 -0.66870585  0.34964127 -1.35448133  0.35700316 -0.19742943 -1.48688218  1.12060454 -0.75150746 -1.47683974  1.53059586  0.44990642],[ 0.02221751 -0.86755839  0.9714716  -1.1393572  -0.94018591 -1.30866764 -0.33837459 -0.4777344  -0.93064081  1.34905401 -1.04156963 -0.0997256   1.11393648 -0.78815097],[ 0.61849493  0.14662819 -0.42567851 -0.96657197 -1.29553074  0.99320792  1.53544761  1.2059233   0.14316251  0.75629293 -1.03872602  1.54429746  0.02923653 -1.34158542  0.41931669  0.49476647],0.783200162337314,30
graphs/main/nodes_9/depth_3/521.gml,[1.19056036 0.70868049],[ 0.6960631   0.39968449 -1.24596449 -0.82172751],[-0.06852307 -0.72674368  0.10914443  0.92410265  1.21082626 -1.52402272],[-1.47513227 -0.16748725  0.76803842 -0.79597903  1.14930856 -0.40806052  0.79060563 -1.5045801 ],[-1.2208007  -1.14881648 -0.19449974 -1.42069712 -1.40367128 -1.00555929  1.44439644 -0.1142031  -0.64545633 -0.7714822 ],[ 0.14249484 -0.38195917 -0.69074048 -0.1057008  -1.55815864 -1.42715515 -0.15340643 -0.32119008  0.216598   -0.85946094 -0.61670584 -1.36971534],[ 0.94067547  0.63916868 -1.46960732  0.54604068  1.41958241  1.17845787  1.5117128   0.63492521  0.0845255  -1.47932818  0.57266774  0.60175264  0.1096755   0.17959761],[-1.19439361  1.23578307 -0.31726353  1.54722765 -1.25793505 -1.3008804  -0.01147084  1.44684199 -0.81397494  0.82652676 -0.68787947 -1.3856741   1.04235115  1.18946357 -0.32872702  0.13013556],0.6369889507106545,20
graphs/main/nodes_9/depth_3/522.gml,[ 0.20516238 -0.31104763],[-0.61639729 -0.24035083  0.27082391  1.23710769],[-0.65727285 -0.90065225  0.37928221 -0.7160857   1.21450965 -0.9027718 ],[ 0.96315338 -0.56813514 -1.33203018 -0.53399154  0.59915097  0.53616817 -1.55908871 -1.32242964],[-0.146791   -1.15502237 -0.13036355  0.58859136 -0.82813869  0.1998635  -0.74168785  0.1579994  -0.94549129 -0.686917  ],[-0.09125382 -0.30047933 -1.00470079 -0.03017947 -1.15125743  0.06388843 -1.50118932 -1.23172211 -1.38200715  0.44387783  0.8178425  -1.16309632],[ 1.33684972 -1.01492403  1.38351073 -0.83687071 -0.62664759 -0.77758789 -0.67436033 -0.59234606  0.41881987  0.97198926 -0.03703316 -1.5152866  -0.60545249 -0.09263478],[-1.00442952  0.12855596  0.16896871  0.93856749  1.54450363  0.37936338 -0.38168261  1.47757257 -1.34748432  1.51218809 -0.29891343 -0.46853098 -0.03195662  1.16801157 -0.0314288   0.08250021],0.8524275482448163,52
graphs/main/nodes_9/depth_3/523.gml,[0.22968501 1.25028201],[-1.45916756 -0.6508366   0.49459701  0.20690321],[-1.33225104 -0.51083091  0.23766896  0.88377769  1.22119736 -1.11542598],[ 0.94766097 -0.81564491  0.82525665 -0.11733708  0.54868225  0.5689838   1.05510987  0.31349068],[ 0.80300341  0.94035983  1.25306856 -1.01024106  1.03199085 -0.34090351 -1.41931425  0.02854018  0.88037471 -0.8241236 ],[-1.34354733  0.73216266 -0.4384634  -1.26181668  0.71542447  0.60121673 -1.22789026 -1.13649671  0.57909333  1.2212687   0.08018151 -0.90041713],[ 0.6170988   0.14757927  0.17951434 -0.0036743  -0.19467615  1.38017245  0.57061698  0.19562868  0.50934881 -0.98607696  0.4233464   0.72503759  0.13752646  1.46906866],[-1.28315142 -1.38111026  0.65260275 -1.52621264 -1.05623468  1.33644853  1.31569108 -0.53735854 -1.48339347 -1.29050323  0.23143786  0.26454092  1.5037069   0.51803756  0.87514867  1.00839517],0.7662262751795489,29
graphs/main/nodes_9/depth_3/524.gml,[-1.32122738  0.43779481],[ 0.86300482 -0.76265598 -0.17582708 -1.562349  ],[-0.26457709  0.54626827  0.97328273  0.92120214  1.31598961  0.72735582],[ 1.45521259 -0.85504691  1.18048849  0.21750752 -0.85795202 -1.22377321 -0.43574137  0.81989156],[ 0.57043083 -1.45018288 -0.87267659  0.44002519  0.02553827 -0.69631463  0.13609459  1.44507225 -0.71309822  1.23403053],[-0.45587644  0.93092052  0.7683046  -0.72159611  1.29626239  0.05256586 -0.74936352  1.30472592 -0.92732411 -1.154797   -0.61922864  0.88500969],[-1.52224309  0.65851824 -0.05366306 -0.87257854  1.43106089  0.29227205  0.48123846  0.97538835  1.08575717  0.05389989 -1.44478488 -1.30218073 -0.36686773  1.25326481],[-1.3134681  -0.41749077 -1.06180925  0.02117505 -1.35176106  0.9453364  -0.23981401 -1.46786502  1.34017139  0.79617374  1.01815726 -1.39145536 -1.45552011 -0.76336666  1.20010269 -1.28919363],0.821200123596441,48
graphs/main/nodes_9/depth_3/525.gml,[-1.35437086  1.19485846],[ 0.15126238 -1.11698172  0.45333197  1.02513726],[-0.78416922  1.049793   -1.11610634 -1.49024158 -1.41496537  1.02004488],[-1.08969935  0.40920923 -0.12457543 -0.00160993 -0.18925962  0.68690286 -0.27778728  1.27921489],[-0.7187452   0.26221706 -0.89131851  1.46177931  0.45447073  0.52397778  0.2330637   0.44870857 -0.71819118 -0.46172995],[ 1.00457953  0.24043068  0.00422694  0.16494658  0.26456772  0.93333777 -0.27466859 -0.16703017 -0.88818846 -0.12491443  0.10198695 -1.28837382],[ 0.37016769 -0.67520488 -1.28464207 -1.3753956  -0.80751372 -0.44796756 -0.47987359 -1.29003938 -0.68619933 -0.58301631  1.5130054  -0.36267359 -1.47280742 -1.18618818],[-1.50242019 -0.26812673  0.76629862  0.57278388  1.11553974  0.75505771 -0.72788519 -0.81936374 -0.94424756  1.22668073  0.7216225   1.29341895  1.3663342   1.53115753 -0.94201508 -0.79041775],0.8017822786160248,35
graphs/main/nodes_9/depth_3/526.gml,[0.21948752 1.2681541 ],[-0.12205547 -0.73967352  0.4821547  -0.00226346],[-0.09522102 -0.39243776 -0.62574481  0.91658401  1.12718313 -0.11800511],[ 1.28720334 -0.49867697  0.6180265   1.42653851  0.36419077  0.98470747  0.27298985 -1.50157892],[-0.37903122  1.11801846  1.57068595 -0.15785611 -0.25000759 -0.20628023 -1.20616035  0.45921904 -1.15226359  0.30335392],[-0.89183318  1.12492194  0.87357305  0.43948983 -0.79557006 -0.07212729  0.70602861  1.15276065 -0.71321628 -1.24367998 -0.59958724 -1.47131514],[-0.28562538 -0.27610749  1.1523561  -0.91296428 -1.28427859  1.2270472   1.0144957  -0.01236527 -1.26415988 -0.45340753  0.73395019  1.20592934  1.05461697  0.8023868 ],[-0.46789642 -1.46040724  0.69552619 -0.07291092 -0.62107858 -1.39111453 -1.02363719  0.88235299  0.88597098 -1.40772208  0.55177812  0.36022657 -1.22912803  1.08612998  1.40154625  0.52199544],0.8044866948361304,35
graphs/main/nodes_9/depth_3/527.gml,[ 0.24015817 -0.29912607],[-1.25202283 -1.18439645  1.52261011 -0.02569666],[ 0.91116775  0.82399418  0.80639202  0.13023244 -0.26143769  0.16129255],[-0.46213452  1.49771672 -0.25746904  0.84550805  1.24597525 -0.4834325  -1.55954781  0.2929648 ],[-0.38271275  0.63348276  1.11133163  1.42294687  0.56018184  0.7741357  -0.24625763 -0.19572575 -1.28997715  0.88014524],[ 1.06991156 -1.56070423 -0.00196936 -1.30730402  1.55651285  0.39804153 -1.11138124 -0.35398065  0.31600088  0.16682559  0.54283027  1.12498894],[-1.0138387  -0.8633042  -0.79728136 -0.5715632  -0.10905193  0.72232835 -0.68498068 -0.14391728 -0.11306676  1.16601027 -0.06981724  0.29260033  1.40748424  0.6596637 ],[-1.55664582  0.71141031 -0.02956246 -0.51849962  0.74499039  1.21614486  1.00914195 -0.49601949  1.55788797 -1.37165676  0.68208458  0.1459735  -1.17252409 -0.21383677 -0.2545795   0.10747073],0.8114904287753713,34
graphs/main/nodes_9/depth_3/528.gml,[0.20996208 1.25051932],[ 0.81570804 -0.0836828   0.8376534   1.40151679],[ 1.53175538 -0.26371178  1.33293066  1.22493732  1.37770595  0.69236722],[ 0.0901543  -0.82887904  0.96422753 -1.05159251  1.43417762 -0.33219999 -1.14700746  0.0581247 ],[-0.85773088 -0.79805529 -1.34066705  1.27830154 -1.24271266 -0.93913565  1.18836495  1.3676822  -0.16647394  1.36173953],[ 0.25699153 -1.33436498  1.19760974  0.37716455 -1.34467343 -0.01406096  0.21586707 -0.42955426  1.08718478  0.80023678 -0.30795464 -0.55635741],[ 5.45123519e-02 -2.36177338e-01 -2.23089354e-04 -7.51753908e-01 -1.00763532e+00 -2.76946754e-01  1.00857958e+00 -1.32483074e+00 -2.62578886e-02  6.29526616e-01  4.88484361e-01  5.53718766e-01  1.94056555e-01 -7.76487562e-01],[-0.61491065 -0.67515445  0.6696096  -0.50191673 -0.88169737 -0.54696087  1.4880758   0.80814879 -1.33230721 -0.31546679 -0.4954988   0.10557529 -0.96074507  0.43644203 -0.18832391  1.09469859],0.852618999907351,28
graphs/main/nodes_9/depth_3/529.gml,[0.18375583 1.38644469],[-0.96301174  0.45434575 -0.03966255 -0.02825353],[-0.84341113 -1.46620935  0.5680316   0.11229972  0.41979604 -0.90542583],[ 0.28342262  0.97623089  0.63381818  1.44632223  0.33484102 -1.43366753 -0.25939067  1.45156763],[-0.19758467  0.90314451  0.31804805  0.9623217   0.062476   -1.1592419   1.24817951 -0.73739081  0.62884995  1.06396916],[ 0.59908896 -0.36413715 -1.09354296 -0.0496536  -1.48071645  1.05493418  0.26041885 -0.36541284  1.52948658  0.32549535 -1.22010153  1.09260294],[ 0.41432199  0.82096366  0.15171466  0.64532683 -0.12534549  0.17188462 -0.84810206 -0.20447821  0.04532983  0.86708942 -1.17608313 -1.29720483  1.47287998 -0.2748953 ],[-1.47533432 -0.63899988 -1.01891312 -0.75905331  1.06900551 -1.36856333  0.61879812  1.21312467  1.20501445 -1.1488845  -0.35675022 -0.80948647 -1.458487   -0.19682294 -0.98748977  1.25566605],0.8096219979421655,29
graphs/main/nodes_9/depth_3/530.gml,[0.30853621 1.24525177],[ 0.8673806  -1.33302348  0.97318245 -1.17245465],[ 0.58291964  0.43520654 -0.28364275 -0.28405896 -0.54343049  0.55775509],[ 0.52955481 -0.98778209  0.19034222  1.40672292  0.89583147  0.20414314  0.66761105  1.06472358],[-1.14703578  1.49980943 -0.15076023 -0.06146382 -0.10658327  0.39250254 -0.36437704  1.08480508  0.69382811  1.11546987],[-1.23843317 -1.56057495 -1.53018104  1.16631751  0.56096224  0.18790748 -0.06725163  0.00423859 -1.41719594 -1.09465197  0.58143417  1.43057438],[ 0.9543434   0.77490062 -0.36160003  0.61810295 -0.05129606  0.26992403  1.36933646 -0.67538662 -0.86848542 -0.81695948  0.25613976  0.7982158  -0.75303425  0.01002934],[-1.12966986  1.15905066  0.55814572 -1.52965229  0.77059477  1.11581304  0.51184765  0.76529994  1.02179561  1.51970678  0.45323397  0.36943246 -0.87921007 -1.44586354 -1.04639998 -0.94508045],0.8561526049355282,26
graphs/main/nodes_9/depth_3/531.gml,[0.25858492 1.31953714],[-0.84217294  1.08989826 -1.09656207 -0.18849494],[ 0.11248534  0.5622013   1.19475066  0.38797487  0.19543956 -0.04399776],[-0.68624674 -0.95804249  1.4445966  -1.2418491  -1.24453064 -1.17633732 -1.0043153   1.3365052 ],[ 0.79514646 -1.12247659 -0.41336643  1.53901609  0.43497631  1.21610554 -0.4621898   1.399985    0.67506276 -0.15200698],[-1.51412064  0.29597864  0.82745279  0.1165983   0.97247506 -1.10972641  0.49550094  1.53620523 -0.74851124  0.01605797 -0.79711482 -0.95183154],[ 4.50889135e-01 -1.09175082e+00 -1.48631043e+00 -5.83630189e-01  6.03016121e-04  1.08622117e+00 -4.13935817e-01 -1.06240888e+00 -1.16955320e+00 -9.83480355e-01  1.49218630e+00 -4.43759315e-02 -1.06016613e+00 -2.59635395e-01],[ 1.07411519  0.38522879 -0.2850497  -0.28875369  1.29639146  0.81310979  0.13648534 -1.17969361  1.18279728 -0.36902257 -0.48902166 -1.51231908  0.3185659   0.21425009 -1.22766237  1.49185336],0.8043915997291375,23
graphs/main/nodes_9/depth_3/532.gml,[-0.11091669  0.31600481],[ 0.12542836 -0.40739583  0.1595551   1.4002629 ],[-0.79976502  0.42081804  0.7305366  -0.75699119 -1.2305854   0.33466066],[-0.17714442 -1.47449537 -1.12814395  0.22689567  0.97969424  0.62513021  0.70111804 -0.22314056],[ 0.09622638  0.75833258 -0.73135716 -1.09528944 -1.32758603  0.47020033  0.19010839 -1.04829035 -0.06212362 -0.84956343],[-1.36537345  0.37029217  1.17261034  0.2276233   0.51942362 -0.40841131 -1.22266743  1.36979188 -0.53452732  0.73332824 -0.31725857  0.21924056],[ 1.22659535  1.40947636  0.217502    0.93792418 -1.27237497 -1.07308158 -1.16759782 -1.07513831  0.80174027 -0.95470515  0.67235563 -0.27050226  1.04443151  0.19509715],[-0.67320081 -0.62806112  1.03951257 -0.1397204  -0.25982441  0.43243502  1.49803182 -1.48576677  0.72925151 -1.06218413  0.3049779  -0.55743794  0.0129177   1.44593124 -0.17768427 -0.52226362],0.7901771415166342,32
graphs/main/nodes_9/depth_3/533.gml,[-0.14622794 -1.1511243 ],[ 1.22473014  1.42046373  0.35952652 -0.59610355],[0.93358056 1.25665526 0.88926034 0.7469636  1.33489326 0.02381995],[ 0.45686934 -0.0071025  -1.25834756 -1.17326073 -0.62754817  1.36677383 -1.11122786 -0.91882883],[ 0.04784366 -1.10870692  0.65879871 -1.19671265 -0.25227077 -1.53869522  0.64622452  1.12147608  1.23881422 -1.4254387 ],[-0.84279351  0.39135637  0.39398874  1.32595161 -1.33772189  1.26574113 -1.19792294  0.60311089  1.31465574 -0.27435112  0.80470891  1.27396567],[ 1.53371931  0.8271225  -1.18992003 -0.52433263 -0.41427791 -0.54160862  0.46997839  0.41268713 -0.73075357 -1.00743127  1.49643157  1.47197625  0.53855582 -1.31662386],[-0.77647841  0.6353481   0.09943487 -0.99598387  0.75162939  1.23778832  1.53939651  0.37539737 -1.10344904 -1.38699712  0.91787291  0.53093154  1.42843743 -0.54602933  0.80263059 -1.22000968],0.7970185623847532,32
graphs/main/nodes_9/depth_3/534.gml,[0.19787218 1.26385177],[-0.88254638 -1.27403889  0.11117773 -1.5630148 ],[-1.08393627 -0.46429933  1.12311352 -0.12351683 -1.07103527 -0.29921724],[ 1.52098754  0.91969173  1.19949678 -1.53432517  0.81517834  0.35008673  0.46596432 -0.04027001],[ 0.15177399 -0.10308149  0.54270762 -0.53436041  1.44911747 -1.02975816  0.92114223 -0.1909826   0.07941899 -1.46777254],[-1.54588541 -1.52127011  0.43013438  1.21230331 -1.15129013  1.42323572  1.39275719 -0.07593035 -1.40275946 -1.27016883 -0.02088047  0.3217144 ],[-0.36041415 -0.11193582  1.34570877 -1.53833055 -1.35809858 -0.29815466 -0.84021203  0.90251552 -1.43306423  1.35928373 -1.36201276  0.50770764 -0.1856637   0.26734511],[-1.54289777 -0.04749733 -1.51674016 -0.28110632 -1.41884989  1.37966993 -0.44817385 -0.085503   -0.37113544 -0.59894062  0.15773037  1.55576139  0.8030112  -1.28158257  0.71627877  0.12731462],0.8903263782762367,31
graphs/main/nodes_9/depth_3/535.gml,[-0.20575057 -1.22661681],[-0.97113636 -1.01269813  0.18007616  1.27062678],[ 1.41069651  0.65922346  1.16834784  0.15730696  0.0639304  -0.13798403],[ 1.36719057  1.40875647  0.28399165 -0.49192706  0.40996442  1.48752452  0.04581608  0.81890693],[ 0.53020171  0.93533609  1.38887062  1.36403364 -1.17523063  1.46088473  1.43329132  0.86489421  0.85295138 -1.17537165],[ 0.12752344  1.55469013 -1.49469137 -0.14605244 -0.63779662  1.17754507 -1.5218303   0.86674149 -1.38137842 -0.67603848  0.05875865 -0.60168116],[ 0.86462644  0.17741274 -0.8183802  -0.07275989 -1.07026144 -0.57252706 -0.80003473  0.21987597  0.6577472  -0.22117346 -0.14263238  1.13347873 -1.36777301  0.0674504 ],[ 1.1415745   1.35029231 -0.71529164 -0.96685451  1.20587544 -0.73536703  1.38764291 -0.19837232 -0.10881071  1.06904271  0.9059812   1.17071065  0.38244884  1.12464811 -1.0313329  -0.88505379],0.8675003264732546,18
graphs/main/nodes_9/depth_3/536.gml,[0.19145446 1.31896957],[-0.17109107  0.76901148 -1.26163478  1.03020765],[-0.22524951  0.73828681  0.22347333  0.69192393  0.73852165 -0.46918632],[-0.5781831  -1.29720422 -1.47312271  0.94743798  1.41087537  0.95734567  0.04824008  0.90453062],[ 1.11833839  1.25283025  1.53361039 -0.1082275   0.77634696 -0.0304187  -1.37345579 -0.89371415 -0.82902767  0.15899557],[-0.6644971   0.33816436 -0.01985279  0.78776258  0.24324998 -1.26695178 -0.81037723  0.50047956 -0.82724249  0.63144544 -1.34727865  0.30920715],[ 0.7583207   1.48056493 -1.46977663 -1.0304646  -0.93125044 -0.51363906  0.08158287 -1.49237858 -0.17781203  0.64513172 -0.02954732 -0.96573625 -0.39722088  0.91051746],[ 1.21366835 -1.10358888 -0.34051392 -0.54980848  1.32043083 -1.57038394 -1.50624306  1.00107963  1.36524278  0.37305626 -1.10963911  0.31605893 -0.53139367  0.775301   -0.6007102   1.18723463],0.8467025672546311,32
graphs/main/nodes_9/depth_3/537.gml,[-0.20427705 -1.27517785],[-0.2677949  -1.07107859 -0.76333516  0.2651764 ],[ 0.30079455 -0.64508704 -0.03919547  1.29827539  1.56162373 -0.19185354],[-0.62307227  1.33663265  0.12297056  1.48925309 -0.77970191 -0.18733314  0.31205863 -0.54902295],[-0.13872532  1.24234908  0.18463812 -0.39625686  0.52746524  1.06007212 -0.05837597 -0.35848754  0.11265667  0.25705039],[ 0.84944969  1.26712053  1.39572123  1.04997845  1.31472049  1.53349706  0.49198942 -0.82350022 -0.35398847  0.29555362  0.84398277  0.3868039 ],[ 0.75261481 -1.34957753  0.91650276 -0.53288025 -1.43538951  1.32743219 -0.26039502 -1.33563826  0.48930061 -1.1393149   0.92794043  1.46876713 -0.90280268 -0.50223036],[-1.16967174  1.23316737 -0.08572598  1.15095649 -1.08492328  0.60356551  1.12092742  0.43392558  1.25322603  1.25223066 -1.30562903  0.36304196 -0.1936331  -0.01655968  1.04915106 -0.305472  ],0.8505795695049877,77
