path,p_1_angles,p_2_angles,p_3_angles,p_4_angles,p_5_angles,p_6_angles,p_7_angles,p_8_angles,p_1,p_1_nfev
graphs/main/nodes_9/depth_3/538.gml,[-0.17870415 -1.30855129],[ 1.480887   -1.51653184 -0.34176522 -0.60835321],[ 1.22857064  0.74773484  0.59842077 -0.04699692  0.39687937 -0.24998979],[-1.56275108 -1.14226887 -1.4309326  -0.72508069  1.52433533  0.66208458  0.93367604 -0.79804364],[-0.12612892  0.81198201  0.18091391  1.37524929  0.89658169  0.99340617  0.60847979  0.57050423 -1.48560138 -0.12186124],[-0.54951471  0.33092958 -1.17704658  0.5109591  -1.34200386 -0.25389822  0.16166739 -0.56116389  0.0094749  -0.4950771  -1.21009007  0.32219338],[ 0.97146505 -1.49798486  0.0026639  -1.19226583 -1.53845856  0.25903825 -0.68938988  0.44408575 -1.2247859   1.37409921 -0.28651674 -1.49673679  0.23468469  1.10499642],[ 1.10407037  1.40068202  1.4494186   0.11316079  0.4488966  -1.37724165  0.56505782 -0.45703474 -0.94583396  0.95325564  0.77019892  0.15335022 -0.8413703  -0.29025537 -0.29564345 -1.24231558],0.8366661693966811,26
graphs/main/nodes_9/depth_3/539.gml,[ 1.26846312 -0.87873514],[-1.08849474  1.05968238 -0.04313822  1.16187038],[-1.08402514 -0.77646833  0.68948182 -1.19013775  1.08535303  0.49765263],[-0.96603643 -0.43727711 -0.02971255 -0.31162566 -0.36108172 -0.73711003 -1.06268498  1.17911969],[-0.38150786  1.48145923  0.49704193  0.8762459   0.12673034 -0.38793683 -1.0466568   0.68466988  1.37294499  1.21279125],[-0.40948646 -1.2817993  -0.69781615  0.49768027 -0.9122381   0.49382722  0.65556153  1.53233346 -1.42877392  1.34217339  1.37140421  0.84733522],[ 0.11228512 -0.22701399  0.32231818 -0.56913789  0.78903571 -1.25867562  0.54318508  1.25016327  0.92017305  1.11246943  1.12159378 -1.23251115  0.00872975 -0.24009271],[-1.21224644  0.76639727  1.11594948 -0.14089583 -0.02895299 -0.49532463 -0.59082338  1.53014676 -0.10162068 -1.11415421 -1.19831807 -0.00175479  0.397929    1.39514671  0.74376068 -1.4845479 ],0.7511199419558356,26
graphs/main/nodes_9/depth_3/540.gml,[-0.23105521  0.36519405],[-0.31461603  0.46389999 -1.33045966 -0.31203664],[ 1.28646542  0.21538356  0.20914638 -0.26112049 -0.64360021  0.99135471],[-0.16239594  0.5291305   0.87723602 -0.27511423 -0.49823338  0.88502807 -0.99308628  0.6905199 ],[-1.02666036  0.31185292 -1.00207179 -0.13775707  0.19567883  0.49591425 -0.22125949 -1.42873918 -0.76614337 -0.83071618],[ 1.43753487 -1.22423444 -0.37107634 -0.95606425 -1.1654051   0.75188662  1.03879582 -0.1328895  -1.14995329  1.42587484  0.4325736   0.83959621],[-0.4369598   0.31989899  0.95737744 -0.53959014  0.80544673 -0.19881467 -0.16200381 -0.50152353 -1.54191661 -0.21249916 -1.50539371 -0.04624953  0.78938213 -0.38859538],[ 1.26740917 -0.55109078 -0.24699918 -0.8233294   0.49701524 -1.33652959  0.70368533  0.30620095  0.6548465  -0.19178154 -0.38200307  1.17933975 -0.07916131  0.48679852 -0.21221477  0.42354743],0.8081144875636271,30
graphs/main/nodes_9/depth_3/541.gml,[ 1.3326773 -0.620783 ],[1.21776681 0.75681734 0.0507316  0.44599472],[-1.09467976 -0.12185565  0.03679694  0.26125825  0.49974664 -1.16531674],[-1.02276437 -0.88178011 -0.75748207 -0.63666196 -0.25982051  0.24536509 -1.09933612  1.21313392],[ 0.6765978   0.7024798   1.54290371 -0.44820084  1.14345468 -1.01909751  1.27845554  0.01953685  1.25982441 -0.96277832],[-0.84233408 -0.99778435 -1.30539263 -0.33029901  1.18249805 -0.90327823 -0.51035322 -1.14458039  1.23418651 -0.75633788 -1.32715866  0.46087994],[ 0.08169689  1.48634734  0.21567272  0.48936121  0.44962055  0.98372984 -0.41806949 -1.21181611  1.25583724 -0.50741637 -0.08779563 -0.32616747 -0.50917277 -0.04473999],[ 0.70937209  1.07682898  0.0851777  -0.70025821  0.02275537  0.21354106  0.94741207 -1.10725273  0.55296722 -0.37638604 -0.77368581 -1.46375531  0.56736381  0.98220103 -1.2636524  -1.52074493],0.7002978179006598,9
graphs/main/nodes_9/depth_3/542.gml,[-0.26236927 -1.29312017],[ 1.22806899 -0.05692208 -0.94572071  1.50935591],[-0.55005649 -0.22123616 -0.48550337 -0.29892368 -1.53446498  0.57348859],[ 0.02396105  1.2409961  -0.02238947  1.56570114  1.36162238  0.47183946  0.59302906 -1.29486296],[ 1.21798362 -0.94433419 -1.44782108  0.22190095 -0.883821   -0.73770127  1.12874206 -0.59470243  0.42267209  0.1544008 ],[ 0.52082518 -1.40269226 -0.95329928 -1.28491216 -0.73807314 -0.01078306  0.63720294 -0.79016518 -1.12863884 -1.39277056  0.17441996 -0.09929814],[-1.32090692  0.8412492   0.66900979 -0.40997334  1.06739656 -1.47175689 -1.0763888   0.49008214 -0.62510326 -0.51973463  1.44907539  0.48052806  0.3233842  -0.00798709],[ 0.38632989 -1.05239233 -0.43739946  0.59478024 -0.29330333 -1.44287175  1.14029106  0.09892317  0.92714659 -1.00497614  0.45963653  1.50387788  1.46562334 -0.75146811 -1.07215009  1.48968627],0.8696015319293022,33
graphs/main/nodes_9/depth_3/543.gml,[ 0.17268174 -0.33321144],[ 0.80417528 -0.37736577 -0.01129447 -1.24150021],[ 1.32247482  0.0383638  -0.05627126  1.55987839  1.43178345  0.79959133],[ 0.1180517  -1.05859314  0.68706727  1.37319611 -0.26854678 -1.19564906  1.04923257 -1.00848093],[ 0.69634318  0.31641032 -0.84189317 -1.23565974 -1.3680196  -1.12647056  0.49755461  0.9010893   1.03836111  0.28320682],[ 0.86977072  1.04386893 -0.9835564   1.54272856  0.43767276 -1.20694219  1.57015645  1.50091701  0.78667622  1.29121268 -0.39274588  0.58229165],[ 0.13519785 -0.44726897  0.05915719  0.97853132  1.28777641 -0.48554153  0.76168662  1.44637162 -0.91063186 -0.25323797  0.80016151  0.91050138 -0.32399555 -0.51112208],[ 1.09687825 -1.53446425  0.9940094  -1.01162596 -0.76092999  0.96931163  1.20065174  0.30304619  0.1644707   1.33568982  1.18618864 -0.91486964  0.43658995 -1.09815885  1.03031417 -0.41004302],0.7991571217593382,25
graphs/main/nodes_9/depth_3/544.gml,[0.22091724 1.29200007],[-1.09049037 -0.69442852 -0.02375485  1.53762646],[ 1.450696    1.4334856   0.81966592  0.86524007 -0.84442702 -0.99982713],[-1.22287959 -1.47378284 -0.2448338   0.08856388  0.94724629  0.64358843  1.50296482  0.56738611],[ 0.11011314  0.62524286  0.53169101 -0.62439919  1.03745621 -1.2879774  -0.44968389  1.45921874 -0.2897093  -1.03387566],[ 1.5194637   1.30639096  1.50917053  0.7049283   1.24317222  0.83417523  0.88016819 -1.5047076   1.06309428 -0.70633156  0.05915482 -0.07133881],[-0.57617631 -1.14190752 -1.06563417  1.30133881  0.58414491  1.11771722  0.7102838  -0.13437081 -1.31713129  1.37262334 -1.37066653 -0.41430835 -0.84367424 -0.63611022],[ 4.39411398e-04  1.41446905e+00 -1.51831361e-01 -1.33260860e+00 -2.51548866e-01 -2.98945428e-01  1.26772804e+00 -1.49968010e+00  4.36496462e-01  1.12665570e+00  6.81559122e-01  1.01583489e-02  1.27553322e+00 -4.45058188e-01  1.24541057e+00  1.18409601e+00],0.8312747935787902,32
graphs/main/nodes_9/depth_3/545.gml,[1.36306721 0.37054767],[-0.10826057  1.30746831 -1.44407517 -1.30886547],[ 1.10615214  1.48780055  1.46989149 -1.01642741 -0.14773008 -0.16270478],[ 0.24876644 -0.28559848  1.08926965 -0.61737686 -0.11057031 -0.47996111  0.83928947  0.344992  ],[ 0.5795295   0.72651024  0.11969519 -0.04369069 -1.20862405  0.07774167 -1.27999309  0.11349591  1.09803058 -1.4629815 ],[ 0.35857565  0.34077233 -0.82355083  0.33989277 -0.51366645 -1.06924822  0.43381544 -1.46511677  1.20667748 -0.05942955  1.30320376  1.34072512],[-0.15271739 -0.02580709  0.36705359  0.7061693  -1.09698679 -0.66369976  0.81543437  0.65380414 -0.93043126  1.50738479  0.86097997  0.09809843 -0.90692977 -0.92698727],[-0.90204244  1.0702831   0.50734506  0.9345313   0.99155621 -1.40992888  0.93832332  0.0078769  -1.19322254  1.38844317  0.7539359  -0.31989981  0.02915267 -0.61906331  1.3785869   0.51517602],0.7626847146921308,39
graphs/main/nodes_9/depth_3/546.gml,[0.21984873 1.24076116],[ 1.53396838 -1.21880092 -0.24431082 -0.35908499],[ 0.27130146  0.27806431  0.38603216  0.22157762 -0.55902655 -1.38012406],[ 0.95336324  0.5596822  -0.49857572  0.07442752 -0.24834984 -0.88282319 -1.25209021  0.59933036],[ 1.12956645 -0.05862593 -0.55577117 -0.52384416 -0.93734367  1.41153638 -0.55159627  0.41602265  1.5050231  -0.51624235],[-0.34107107 -1.32616266  1.29153838 -0.64262818 -0.39337642  0.86506655  0.07115947  1.09723641  0.0740223   1.20336834  0.96596596  1.21246748],[ 1.04857626 -0.78217161  1.20874005 -0.91338401 -1.37899595 -0.85718852  0.89504819  0.49029474  1.08508872 -1.29965215  1.29853912 -1.25393226 -1.09440727 -1.41409003],[ 0.94733341 -0.80811534 -0.08628389 -1.3994189  -0.37869314 -0.36455471  0.56885737 -0.49039171 -0.78130864 -0.55465179 -1.27596264  0.48302687  0.48639262 -0.86449897 -0.6238167  -1.20257886],0.7650184669697593,42
graphs/main/nodes_9/depth_3/547.gml,[-1.41680449 -1.08769472],[-0.876089    1.20369147  0.38882541  0.0764935 ],[ 0.25729609  0.65713989 -1.40582789  1.16044954  0.78930463  1.22986027],[ 0.1525092  -0.63364499 -0.0479069   0.92952829  0.37164499 -0.10797555 -0.88258161  1.55957036],[ 1.30037382 -0.13103484 -1.19373371 -0.66733215  0.71735507  0.57516559  0.51721267  1.22535243 -0.93901556 -1.29944198],[-0.45611516 -0.55852699  1.56836955 -0.50172146  1.07846617 -1.39479114 -1.09458264 -0.16248659  0.92337326  1.26574416  0.7689065   0.79006875],[ 0.11283301  1.08858509  0.77351806 -0.18109626 -1.40873227 -0.61915797 -1.32001506  0.2693374  -0.72458976 -0.3540355  -0.3571921   1.21096304  1.25592327 -0.25991232],[ 1.53117729 -0.23369884  0.93826135  1.27894945 -0.12009526 -0.54586754  1.40793389 -0.68922047 -0.51417018  1.07167967 -1.44953948  1.34817694 -1.29947306  0.80434467  0.68914211  0.92621936],0.7488196898146453,23
graphs/main/nodes_9/depth_3/548.gml,[0.20931115 1.25908631],[ 0.57636762  0.96824294 -1.37747238 -0.02909905],[ 0.29078496 -1.46668784  1.27244894 -0.7261567   0.76715842 -0.60886324],[ 1.56333238  1.44343365 -1.23036732  1.37694543 -0.042191    0.68047887  0.84664515 -0.49485156],[ 0.6616622  -1.3596507   1.51079662  0.0752066   0.57238115 -0.09293464  0.14842463 -0.04847152 -0.54252149  1.00050929],[-0.98836994 -1.18404539  0.93507967 -0.16680366 -0.82868447  0.37531904 -0.93889031 -0.21532665  1.34359214  1.33654429  0.70334234 -0.51369515],[-0.59027505 -1.10867968 -1.18559714  0.51226203 -0.11046789  0.53237012 -0.17735595  0.62803572 -0.57460188  0.78643231 -1.27006225  0.75693298  1.19325739 -1.44751066],[-1.4526689  -0.84522636  0.98054253  0.09919541  0.12720816  1.52197394 -1.541165   -0.51243258 -1.43090744  1.55262159 -0.37550997 -0.13770523 -1.11006299  1.20874897  0.68936979 -1.36511283],0.8571518650037386,34
graphs/main/nodes_9/depth_3/549.gml,[-0.23154813  0.26792147],[-0.51638476 -1.12814192  0.79766562  1.46149824],[-0.22712673  0.32464473  0.47717703  0.12671527  0.38838032 -0.00586209],[ 0.75403218 -1.06041385  1.56768701 -1.45126911  1.293578    0.41955507  1.43029229 -1.35283741],[-0.88721161 -1.00371258 -0.64816394  1.35155095 -1.31879434 -0.25124416 -0.7583267   0.88186144  0.91834442  1.14367693],[-0.38416338  0.75255866 -0.49934645 -0.19947805  0.54732636  1.07545394 -0.59524615 -1.18345407  1.36063411 -0.273468    0.01556452  0.02613818],[ 0.7470239  -0.11626391 -1.19505798  0.68541785 -1.0453641  -1.43434301  1.01064041 -0.2023874   1.52908903  1.4272297  -0.85131178 -1.2759282  -1.0556271  -0.07698736],[-1.22959641  1.14424059  0.92647767  0.9813782  -0.17534407  0.03488618 -0.5830581   1.19623349  0.15016392  0.9587709   0.0169681  -0.7626994  -0.69024281  1.06132221 -1.01513719 -1.39465502],0.8674849289661355,37
graphs/main/nodes_9/depth_3/550.gml,[ 1.27605261 -1.16812647],[ 0.87154432  0.450257   -0.76063607  0.75722128],[ 0.19586954 -0.74541967  0.70392671 -0.33616593 -1.55369982 -1.251164  ],[-0.77161884 -0.48589824  0.17737648  0.46748074  0.61010037  1.02273472 -0.35088053 -0.03212309],[ 0.54337542 -1.41157388  1.13512882 -1.54956387 -0.4619171  -0.09513182 -0.15265063 -0.64461871 -0.96669298 -0.60837409],[ 0.55077018  0.2063241   1.55149527  0.77452648  0.71148725  0.07815025 -1.19264495  1.15470038  0.70172586  0.36321846 -0.13693777 -0.59017582],[ 2.12945016e-01  1.37450584e+00  1.47887673e+00  1.34183661e+00  2.62707581e-01  3.48123014e-01 -6.28668115e-01 -6.51640503e-01  1.45231095e+00  1.05626180e+00 -1.29000991e-01 -7.38002366e-02  5.43194843e-01 -3.49942752e-04],[ 1.38827387 -1.41894745  0.39808496  1.02906954 -0.91391706 -0.37339394  0.56891759 -0.21542775 -0.92173791 -1.20674076 -0.49032579  1.07822994  1.32739233 -0.71537768 -1.39774783 -0.17478464],0.8365999392500396,30
graphs/main/nodes_9/depth_3/551.gml,[ 0.39224921 -0.15162876],[ 0.28601584 -1.08953783  1.39971972 -0.71781679],[-1.43488482  1.47651798 -1.55630347  0.80736257 -1.16625363 -0.73210621],[-0.95251602  0.36060334  0.92855894  0.82988915 -1.11768637 -0.41993007  0.20525462 -1.22831124],[-0.40561311 -1.32572561 -0.10665487 -0.68664761 -0.77390403 -0.57184909 -0.06912317  0.47827828  0.07580484 -1.40131591],[ 0.16631646  0.32544054 -0.577662    1.30100435 -1.02491647 -0.78195777  0.44813724 -0.1018024   0.37161997 -0.09724802 -0.15266281  1.14708357],[ 1.06114452  0.03070409  1.05296004 -0.23202691  0.58984553  0.69111429 -0.11942713 -0.40393881  1.16104073  1.27446566  1.34351502 -0.50450785  0.86428036  0.51060277],[-0.06123951  1.34867393  1.00174284  1.19565661 -1.0099141   0.89685678  0.69959272 -0.80858517 -0.47043586  0.28962987  1.1383596  -0.69097667 -1.20263339 -0.10236623  0.80328052 -1.34089887],0.7198957440435446,24
graphs/main/nodes_9/depth_3/552.gml,[-1.28633771 -0.55986729],[ 0.82766154  1.05417744  1.11892345 -1.22369651],[ 0.56792264 -1.5424505  -0.00881187  1.03011552 -0.22731591 -0.35676374],[-0.8764161   0.0255234   0.03665892 -1.15320032 -1.4470837   1.05255845 -1.35658293 -0.58165711],[-0.72865593 -0.33626985  1.45173703 -1.39101304  0.40641534 -0.01117248  0.23873246 -0.80415255 -0.09281267  0.99105921],[ 1.03658997 -1.46305673 -0.5090055   0.76761181  0.7471219   0.18615288 -1.20126243  1.42416193  0.49750254 -1.1373427   0.77227604 -1.55784036],[ 0.02826924 -1.56886097  0.49726233  0.4416671  -1.47472721 -0.1438427  -0.05593266  0.25598142 -1.49625525 -1.56785969 -0.9518383   0.18985912 -0.45618321 -0.96598449],[ 1.24253153 -1.0455463   0.95936961 -0.21621528 -0.93840819 -0.09329726  0.349676    1.1948958   0.36959156  1.52514021  1.040315    0.0767154  -0.01417053  1.12189212  0.49943762 -1.00748426],0.7832627230480995,24
graphs/main/nodes_9/depth_3/553.gml,[-0.26190685 -1.30004425],[ 1.46927672 -1.26726224 -0.76514756  1.26192343],[ 0.55063748 -0.37532767 -0.50260914  0.69515878  0.82552457 -1.33934973],[-0.38047555 -1.36949517 -0.86756245 -0.0046867   1.42267337  0.09711008 -0.48162158 -0.15618041],[-0.22105715 -1.44785105  1.31152704 -0.3018699   1.19474769 -0.64360919  0.73523318 -0.40650377 -1.17287679  1.04409271],[ 0.15294147 -0.37369649 -1.27462144  1.55092335  1.18439843 -0.08722678  0.4718753  -0.89802787 -0.55809473 -1.39737961 -0.35659218  1.04006342],[-1.50001759  0.75182437 -1.32030954 -1.1805106   1.51387754 -0.90291304  1.55998178  0.93459255  0.93302757 -1.08255657  0.48981844  1.00158975 -1.24200882 -1.46449899],[-1.55115774  1.4220628  -0.85574491  0.58944279 -0.78266054  0.11802434  1.32644817  1.18179312  1.5150602   0.34361182  1.42967231  0.47250527 -0.51309033 -1.0596189   1.48630141  1.08399455],0.8214322757260398,25
graphs/main/nodes_9/depth_3/554.gml,[1.32640318 0.96242835],[-1.07734028  0.44462017  1.33555566  0.26227933],[-0.4140018   0.89479748 -0.0289708   1.19545587  0.03154509 -0.32606597],[-0.65289157  1.25677751 -0.56604466 -1.36476227 -0.04479322  1.32825289  0.05121308  0.02444128],[-0.91457716  0.91457103 -1.43241277  0.6478718  -1.30351305  0.59821214  1.4615858   1.29490493 -1.18203501  0.38290484],[-0.6442234   1.37742395 -1.04489477  0.13756554 -1.50563634  1.08907915  0.09644873  1.47079254 -0.12899562 -0.24447782 -1.29125275 -1.35510404],[-1.46501566 -1.48869243 -1.4618026  -1.44261909 -0.79440481  0.86026385 -1.35320311 -0.78823898  1.43616341 -0.86665192 -0.68867997  1.23693517  1.18035003 -1.25326359],[ 0.98957386  0.14142863  1.00266434  0.7173393   0.75174078  0.26652132 -0.73311305  0.12604532  0.4082401  -0.28951021 -0.58329771  0.01850771 -1.50162696  0.90881449 -0.89749993  1.37098776],0.7586107030681789,30
graphs/main/nodes_9/depth_3/555.gml,[-0.26969143 -1.22508406],[0.38633165 0.43846889 1.41751732 0.59849238],[-0.96978489 -0.56307284 -1.01233772 -0.24260297  1.45556562  1.22725184],[-0.24606085  0.48066855 -1.25310673  0.08288385  0.70460916 -0.2141245  -1.23105409 -1.34555614],[-0.67200716 -0.57786157  0.49844719 -0.40159823 -0.60985024  1.04864118 -0.87423552 -0.15711     0.99192111  0.60497912],[-0.11895679 -0.43265942  0.86853061  0.33170799  0.30167168 -0.47429966 -0.68939532  0.44618851 -1.17397189 -1.00659005 -0.66024069  0.44838866],[ 0.48926282 -0.48749129 -0.32772721  0.80525365  0.8244311   1.45990177  1.00102441  1.04193396  0.81457301  0.5772554  -0.74595765  1.42048593 -1.34408359  0.47217737],[-0.02973318  0.75780053  0.58281339  0.58591973  0.98447013 -0.77859675 -0.36373522  1.0850353  -0.84636163  1.20875544 -1.51864006 -0.01459005  0.15392567 -1.41698033  0.27503255  1.12120055],0.7800429506404788,37
graphs/main/nodes_9/depth_3/556.gml,[-0.18156312 -1.26338139],[-1.27318594 -0.45215256  1.31662897 -0.41508687],[ 1.00626365  1.24787005 -1.33365895 -0.05162902 -1.33094887  0.68120835],[-0.13493548  1.17467487  1.46637311  0.37644094  1.07475819 -0.18506141 -0.19508088 -1.36625611],[-0.60070976 -1.07207393 -0.14276256  0.32522739  1.0840979   0.78342504 -0.14064155 -0.15138535 -1.20339384 -1.1118372 ],[-0.73849243  0.20825195 -0.37922381  1.15683838 -0.40309714  0.5309169   0.388906   -0.73816612 -0.67735288 -0.88660341  0.8645037  -0.46071934],[-1.42774629  0.33812727 -1.21083145 -0.67021067  0.40025526 -0.08181503 -0.71701199 -1.10013834  1.36288623  0.91729445  1.12458743  1.32579344 -0.63542275 -1.38129461],[-0.24497764 -1.34092211 -0.37599175  0.43000564 -1.09398318 -1.10229829 -1.51215148 -1.24653001  1.50871888 -0.57804984  0.21255645  0.6629487   0.41770666  1.56920354 -1.3692134  -1.44919275],0.8256274563976398,30
graphs/main/nodes_9/depth_3/557.gml,[0.2224529  1.38381974],[1.1338993  0.44357263 1.07525907 0.26731915],[-1.49438905 -0.51768361  0.91524058 -1.4106911  -1.56124299 -1.45848159],[-0.00278174 -1.3149231   0.74795911 -1.38635136  1.32978933  0.7372056  -0.16985618 -0.88253681],[ 1.17822328  0.68068884 -0.14227222  0.57293205 -0.60695855 -0.26392152  0.95857968 -0.45453351  1.30042092  0.79210394],[ 0.38574267 -1.12704067 -0.81740112  1.36346013  0.59504727 -0.09517292 -1.49492418 -1.41337439  0.8863317  -0.7919646   0.43849692  0.15467538],[ 0.20973408 -0.43145117 -1.16125632 -0.14291338 -1.50744435  0.54217816 -0.9698979   1.21972858  1.43595774  0.53474697  0.64610303  0.83161821 -1.14391431  0.71732453],[ 1.47725867 -0.36750831  0.72877364  0.08960604  0.23983058 -1.47896451  1.06678143 -0.885721    1.20853698  0.75527206 -0.41467302 -0.16929214  0.46711247  0.13914554  0.80799384  1.51331359],0.8477761392237235,25
graphs/main/nodes_9/depth_3/558.gml,[ 1.33572094 -1.21326149],[ 0.97767945  1.35279999 -0.41966912 -1.35839297],[-0.10897214  1.0405318  -0.99686452  0.59860769 -0.64757194 -0.30850576],[ 0.44579077 -0.60324923 -0.97430856  0.17380528 -0.1089682   0.93454627  0.63389491 -0.57584221],[-0.01503214  1.39539892 -0.4388296   0.92215996  1.51261404  1.05444852  0.77957846  0.0684968   1.48152754 -1.15693342],[ 0.01869782 -1.19796931  1.18511338 -0.02257028 -1.07751776  0.40936833 -1.55177625  0.35841017  0.730814    1.47940076  1.01997302  1.32693868],[ 0.43310301  0.29553918  1.00334169 -0.74046676 -1.30664601 -0.77925132 -0.98963422  0.81698502 -1.45317531 -0.94222202 -0.35747714  0.77305191 -0.60348867 -0.95901988],[-0.40367843 -0.25857966 -0.76959735 -0.06896645  0.34047064 -1.02585719  1.00367531  0.63281324  0.9837875  -1.43707452 -0.58231558  1.53043754 -1.30087883 -1.29607004 -0.37956809 -0.54575546],0.8577171646275272,32
graphs/main/nodes_9/depth_3/559.gml,[-0.26148208  0.22188209],[-1.51976355 -1.07861546 -0.14420937  1.03883707],[-0.47253164  0.0169607   1.20885214  0.49026507 -0.3138849  -1.08783178],[ 1.3869103   0.86120778  1.20157194 -0.01406099  0.72908611  1.53689065  0.39204815 -0.96928368],[-0.96080471 -1.27610945  1.16130325  0.94843413 -0.65950297 -0.8919922  -0.05096786  1.47066338 -0.02707902  0.13310118],[-1.33858144 -1.31171181  1.1619367   0.96489557  0.48677116  0.11680949 -1.25483826 -0.53262835 -0.25541824  1.28977593  0.2391043   1.42973528],[ 1.04601538 -0.99157582 -0.70619497  1.38840461  0.44822104 -0.56461369  1.45298099  0.42488533  0.91071549  0.47933914  0.57781219  0.57731182 -0.0631891   1.15768176],[-0.78502247  0.56006934 -1.22127812 -0.37025849  0.30133876  0.41205111  0.81945015 -0.18799812 -0.26002509 -1.2609038  -1.15271825  0.72408155  0.2351448   0.55982724  0.48094014 -0.56747358],0.7708487556948417,25
